timestamp,shift,ambient_temp_C,ambient_humidity_pct,khs_innofill_speed_bph,khs_innofill_product_temp_C,khs_innofill_co2_pressure_bar,khs_innofill_fill_level_deviation_mm,khs_innofill_status,krones_checkmat_throughput_bph,krones_checkmat_reject_rate_pct,krones_checkmat_camera_temp_C,krones_checkmat_status,sidel_sbo_blow_cycle_time_s,sidel_sbo_oven_temp_C,sidel_sbo_stretch_pressure_bar,sidel_sbo_output_rate_bph,sidel_sbo_status,tetrapak_past_inlet_temp_C,tetrapak_past_outlet_temp_C,tetrapak_past_hold_time_s,tetrapak_past_flow_rate_Lhr,tetrapak_past_status,krones_variopac_film_tension_N,krones_variopac_tunnel_temp_C,krones_variopac_speed_packs_min,krones_variopac_film_remaining_pct,krones_variopac_status,heuft_spectrum_belt_speed_ms,heuft_spectrum_motor_current_A,heuft_spectrum_vibration_mms,heuft_spectrum_jam_count,heuft_spectrum_status,overall_risk_level
1/3/2024 12:30,Morning,30.2,65.6,603,9.54,3.105,-1.44,Running,593,0.57,36.8,Running,1.733,106.1,36.27,2077,Running,4.03,72.34,15.02,4859,Running,12,180.3,34.4,93.7,Running,1.257,12.27,2.367,0,Running,Low
1/3/2024 12:40,Morning,28.1,75.1,611,10.67,3.168,-0.01,Running,609,0.52,34,Running,1.779,105.9,39.28,2023,Running,4.1,71.43,15.22,5040,Running,11.79,184.6,40.1,91.9,Running,1.218,13.82,2.13,0,Running,Low
1/3/2024 12:50,Morning,35.7,68.6,603,9.1,2.954,0.89,Running,591,0.67,34,Running,1.807,99.3,38.63,1993,Running,5.2,71.69,14.8,5132,Running,11.58,187.4,37.7,92.5,Running,1.258,11.41,3.056,0,Running,Low
1/3/2024 13:00,Morning,27.4,64.8,598,10.42,3.108,0.83,Running,598,0.48,33.3,Running,1.777,111,38.16,2026,Running,2.95,71.67,15.27,5011,Running,11.62,179.3,38.6,92.5,Running,1.254,11.25,2.913,0,Running,Low
1/3/2024 13:10,Morning,29.1,52.7,595,11.15,2.996,-0.23,Running,579,0.44,31.2,Running,1.789,108.9,38.58,2012,Running,4.34,72.82,15.15,4909,Running,12.07,173.2,38.9,92.7,Running,1.096,11.24,2.679,0,Running,Low
1/3/2024 13:20,Morning,25.8,62.3,578,8.02,2.983,-0.3,Running,572,0.52,35.5,Running,1.795,103.8,38.48,2005,Running,3.94,71.7,14.5,5096,Running,11.92,181.2,43.9,92.6,Running,1.14,12.98,3.145,0,Running,Low
1/3/2024 13:30,Morning,30.6,67.4,589,9.36,3.088,0.23,Running,580,0.58,38.4,Running,1.796,101.7,39.93,2005,Running,4.28,73.67,15.26,5066,Running,12.26,188.9,37.8,91.6,Running,1.214,11.43,2.731,0,Running,Low
1/3/2024 13:40,Morning,28.9,62.4,593,10.46,3.065,-0.5,Running,582,0.33,34.9,Running,1.803,106,39.94,1997,Running,3.67,72.34,15.43,4897,Running,12.03,171.9,41.8,90.3,Running,1.115,11.32,2.448,0,Running,Low
1/3/2024 13:50,Morning,27,72.1,616,9.84,2.842,0.15,Running,609,0.53,31.3,Running,1.747,105.3,38.82,2061,Running,3.98,70.98,15.09,5038,Running,12.04,175.2,42.3,91.7,Running,1.147,12.18,2.612,1,Running,Low
1/3/2024 14:00,Afternoon,25.4,65.4,605,10.3,3.148,0.38,Running,600,0.58,36.6,Running,1.764,106.1,39.27,2041,Running,4.36,71.9,15.58,5100,Running,12.3,183.1,35.3,90.6,Running,1.271,12.25,2.908,0,Running,Low
1/3/2024 14:10,Afternoon,24.1,70.4,574,9.52,3.138,0.61,Running,556,0.47,31.8,Running,1.736,105.6,38.77,2074,Running,5.56,71.48,14.39,5118,Running,12.71,180.8,38.8,87.9,Running,1.173,12.86,2.236,1,Running,Low
1/3/2024 14:20,Afternoon,29.3,66,605,10.07,2.937,-0.05,Running,590,0.61,32.6,Running,1.849,106.5,37.31,1947,Running,4.4,70.24,15.23,4993,Running,12.73,177.3,43,90.9,Running,1.236,12.07,2.148,0,Running,Low
1/3/2024 14:30,Afternoon,23.8,63.6,594,9.88,3.04,-0.1,Running,589,0.56,34.5,Running,1.695,109.3,39.13,2124,Running,3.58,73.28,14.41,4964,Running,12.67,181.1,37.4,89.6,Running,1.199,12.2,2.622,1,Running,Low
1/3/2024 14:40,Afternoon,31.9,62.6,590,10.93,3.049,-0.44,Running,584,0.71,35.2,Running,1.858,106.7,35.91,1938,Running,3.79,72.56,14.44,5123,Running,12.44,184.9,42.4,89.6,Running,1.166,11.92,2.324,0,Running,Low
1/3/2024 14:50,Afternoon,24.2,59.9,609,10.2,3.026,-0.41,Running,609,0.42,33,Running,1.869,101.9,39.58,1926,Running,3.77,72.43,14.68,4879,Running,13.04,179.5,40,89.9,Running,1.117,10.96,1.822,0,Running,Low
1/3/2024 15:00,Afternoon,27.5,70.5,615,10.27,2.945,-0.11,Running,611,0.58,34.4,Running,1.785,109.1,36.21,2017,Running,3.1,72.13,14.53,5044,Running,12.22,179.1,39.9,88.2,Running,1.212,11.84,2.127,0,Running,Low
1/3/2024 15:10,Afternoon,25.4,62.9,614,9.67,2.933,0.18,Running,613,0.4,36.4,Running,1.67,109.9,38.43,2156,Running,3.83,70.89,14.73,4863,Running,12.16,182.9,40.1,89.7,Running,1.273,12.05,2.407,0,Running,Low
1/3/2024 15:20,Afternoon,28.1,67.6,587,9.61,2.997,0.46,Running,582,0.34,36.7,Running,1.782,114.5,36.73,2020,Running,4.37,71.61,14.89,5107,Running,13.12,178.6,40.7,89,Running,1.167,11.64,2.514,0,Running,Low
1/3/2024 15:30,Afternoon,28.1,62.4,595,9.65,3.117,-0.4,Running,583,0.3,37.5,Running,1.797,101.6,38.83,2004,Running,3.36,72.67,15.42,4974,Running,10.64,185.7,38.1,88.3,Running,1.203,10.75,2.523,0,Running,Low
1/3/2024 15:40,Afternoon,29.3,59.6,605,10.32,3.054,0.75,Running,589,0.55,38.8,Running,1.749,105.7,37.95,2058,Running,4.52,71.16,14.84,5127,Running,11.89,190.1,39.5,89,Running,1.124,11.09,3.102,0,Running,Low
1/3/2024 15:50,Afternoon,23.4,67.8,615,9.66,2.963,-0.14,Running,611,0.52,36.6,Running,1.774,98.8,35.61,2029,Running,4.24,69.97,14.21,5049,Running,12.63,175.5,40.7,87.1,Running,1.166,11.97,2.438,0,Running,Low
1/3/2024 16:00,Afternoon,25.7,61.3,593,10.23,3.077,-0.01,Running,586,0.45,34.6,Running,1.877,137.5,38.63,1918,Warning,3.63,71.82,15.57,4878,Running,12.49,173.7,40.4,88.7,Running,1.217,12.75,2.583,0,Running,Medium
1/3/2024 16:10,Afternoon,30.9,63,597,11.66,2.715,-0.37,Running,580,0.32,36.7,Running,1.833,124.6,37.13,1964,Warning,3.93,71.89,14.58,5142,Running,13.28,181.9,40.7,88.9,Running,1.237,13.35,2.012,1,Running,Medium
1/3/2024 16:20,Afternoon,30,58.8,583,10.7,3.115,-1.21,Running,572,0.43,35.9,Running,1.754,137.7,39.32,2053,Warning,4.8,72.11,14.97,5155,Running,12.05,173.6,38.6,88.5,Running,1.228,11.85,2.491,0,Running,Medium
1/3/2024 16:30,Afternoon,20.5,62.5,582,9.74,2.826,0.44,Running,581,0.5,36,Running,1.72,125.3,38,2093,Warning,4.37,72.58,15.22,5088,Running,11.78,173.5,41.3,88.8,Running,1.098,11.43,2.6,0,Running,Medium
1/3/2024 16:40,Afternoon,29.1,65.1,612,10.96,2.964,0.37,Running,603,0.58,35.4,Running,1.784,125,38.59,2018,Warning,4,72.51,15.1,4924,Running,11.83,169.8,40.3,89,Running,1.177,11.7,2.087,1,Running,Medium
1/3/2024 16:50,Afternoon,24.9,63.6,620,9.67,2.888,-0.14,Running,610,0.5,33.2,Running,1.789,123.9,36.56,2012,Warning,3.88,72.21,15.55,4969,Running,12.16,178.1,36.8,87.5,Running,1.152,11.16,2.22,0,Running,Medium
1/3/2024 17:00,Afternoon,26.2,69.1,599,8.37,2.871,0.03,Running,589,0.53,32.9,Running,1.825,125.1,37.12,1973,Warning,4.04,72.96,15.24,5015,Running,12.81,179.8,38.9,88.5,Running,1.185,12.63,2.647,0,Running,Medium
1/3/2024 17:10,Afternoon,27.3,65.7,615,9.19,3.116,0.26,Running,600,0.46,34.8,Running,1.773,135.5,37.31,2030,Warning,3.74,70.78,14.57,4930,Running,12.82,177.4,38.2,87.2,Running,1.194,13.71,2.336,0,Running,Medium
1/3/2024 17:20,Afternoon,32.7,80.4,605,8.5,2.953,-0.78,Running,594,0.67,35.3,Running,1.826,128.1,39.29,1972,Warning,2.95,72.4,16.09,5169,Running,11.97,187,38.2,86.4,Running,1.253,11.45,2.469,0,Running,Medium
1/3/2024 17:30,Afternoon,24.9,67.1,590,9.72,3.035,-0.26,Running,579,0.4,33.6,Running,1.897,135,40.52,1898,Warning,5.02,72.5,15.1,5014,Running,12.13,186.6,39,86.5,Running,1.215,11.05,2.662,0,Running,Medium
1/3/2024 17:40,Afternoon,23.8,56.3,605,10.01,2.995,0.4,Running,588,0.43,35.8,Running,1.841,131.3,36.79,1956,Warning,4.08,71.01,14.93,4730,Running,11.69,189.6,41.2,86.9,Running,1.271,12.81,3.111,1,Running,Medium
1/3/2024 17:50,Afternoon,29.4,63.9,623,11.34,3.048,-0.63,Running,619,0.45,39.2,Running,1.798,127.3,39.62,2003,Warning,4.2,70.8,15.48,5034,Running,11.75,180.2,38.7,87.6,Running,1.165,12.25,2.433,0,Running,Medium
1/3/2024 18:00,Afternoon,27.9,64.4,599,10.26,3.008,0.15,Running,589,0.55,31.5,Running,1.791,131.7,34.75,2010,Warning,3.97,71.4,15.12,4965,Running,12.52,185.9,40.5,86.3,Running,1.129,12.27,3.031,0,Running,Medium
1/3/2024 18:10,Afternoon,31.6,61.9,623,9.82,2.872,-0.68,Running,620,0.4,36.2,Running,1.782,138.9,36.21,2020,Warning,3.63,71.47,15.2,4993,Running,12.8,181.5,40.1,85.4,Running,1.273,13.27,1.912,0,Running,Medium
1/3/2024 18:20,Afternoon,26.9,65.4,561,10.66,3.1,0.23,Running,558,0.51,34.9,Running,1.859,124.8,36.56,1936,Warning,3.91,72.6,16.25,4963,Running,11.65,181,38.4,87.4,Running,1.222,10.91,2.545,0,Running,Medium
1/3/2024 18:30,Afternoon,31.6,61.8,612,8.23,2.951,-0.02,Running,598,0.52,35.9,Running,1.769,104.9,35.97,2035,Running,3.2,71.51,14.86,5081,Running,12.12,177.7,39.3,84.3,Running,1.163,10.88,2.4,0,Running,Low
1/3/2024 18:40,Afternoon,28,66.7,601,10.19,2.844,-0.81,Running,595,0.43,34.1,Running,1.802,105.1,35.62,1997,Running,5.14,71.31,14.84,5112,Running,11.88,168.7,41.7,84.9,Running,1.222,11.87,2.34,0,Running,Low
1/3/2024 18:50,Afternoon,29.6,55.5,596,10.62,2.957,0.58,Running,586,0.53,34.7,Running,1.803,106.4,38.62,1997,Running,3.38,71.51,15.06,5028,Running,12.43,183.2,40.3,86.2,Running,1.242,12.05,2.697,0,Running,Low
1/3/2024 19:00,Afternoon,32.9,70.7,601,8.82,3.15,-0.37,Running,599,0.4,35.3,Running,1.775,100.9,37.68,2028,Running,3.48,72.89,15.54,4966,Running,11.81,185.8,41.1,86.9,Running,1.206,11.72,2.436,0,Running,Low
1/3/2024 19:10,Afternoon,27.5,57.1,570,10.92,3.085,-0.41,Running,557,0.39,34.4,Running,1.731,106.8,38.57,2079,Running,3.78,72.01,14.25,4996,Running,11.04,172.4,42.5,85.4,Running,1.164,13.97,1.893,0,Running,Low
1/3/2024 19:20,Afternoon,31.1,63.7,597,10.27,2.965,0.1,Running,591,0.51,32,Running,1.816,96.9,39.04,1982,Running,4.64,71.86,14.02,5002,Running,12.5,180,40.9,85,Running,1.178,11.75,2.023,0,Running,Low
1/3/2024 19:30,Afternoon,26.2,61.3,605,9.67,2.965,0.57,Running,598,0.33,34.5,Running,1.797,103.1,38.4,2003,Running,4.01,71.91,14.71,4920,Running,11.85,185,36.2,84.3,Running,1.215,11.56,2.717,0,Running,Low
1/3/2024 19:40,Afternoon,28.7,66.5,622,10.51,2.968,-0.51,Running,609,0.29,32.2,Running,1.825,103.5,38.99,1973,Running,3.38,73.03,14.18,5058,Running,11.9,178.2,40.5,84.9,Running,1.21,12.1,2.009,0,Running,Low
1/3/2024 19:50,Afternoon,23.7,64.1,592,11.82,3.208,0.03,Running,577,0.55,36.3,Running,1.773,106.9,37.9,2030,Running,4.63,71.4,14.79,5046,Running,12.22,186,38.8,84.3,Running,1.261,12.78,2.725,0,Running,Low
1/3/2024 20:00,Afternoon,26.5,66.3,588,10.15,3.038,0.21,Running,582,0.6,31.3,Running,1.861,105.1,36.22,1934,Running,4.37,73.05,15.25,5154,Running,12.18,179.3,43.6,83.3,Running,1.186,11.42,2.537,0,Running,Low
1/3/2024 20:10,Afternoon,24.8,70.6,592,10.2,3.043,0.35,Running,588,0.45,37.1,Running,1.756,100.8,39.59,2050,Running,4.27,72.17,14.55,5126,Running,12.23,177.4,40.8,83.5,Running,1.152,11.88,2.449,1,Running,Low
1/3/2024 20:20,Afternoon,31.7,68.8,614,9.63,3.103,0.09,Running,601,0.43,35.9,Running,1.886,102,37.12,1909,Running,4.36,71.87,14.29,4931,Running,11.19,186.3,38.8,82.8,Running,1.329,12.8,2.476,1,Running,Low
1/3/2024 20:30,Afternoon,33.2,65.2,605,9.32,3.024,-0.18,Running,598,0.6,35.9,Running,1.713,105.6,36.6,2102,Running,5.2,74,15.03,5082,Running,12.28,175.3,41.1,83.5,Running,1.209,12.84,2.654,0,Running,Low
1/3/2024 20:40,Afternoon,26.9,67.3,592,10.66,2.974,-0.41,Running,581,0.39,30.7,Running,1.822,104.8,37.73,1976,Running,5.09,71.16,15.43,4905,Running,11.05,176.4,40.2,83.4,Running,1.242,12.17,2.147,0,Running,Low
1/3/2024 20:50,Afternoon,25.7,74.8,608,9.32,2.98,0.04,Running,602,0.36,34.3,Running,1.824,103.3,36.63,1974,Running,3.66,71.72,14.15,5070,Running,12.38,175.5,36.6,84.7,Running,1.226,13.93,2.513,0,Running,Low
1/3/2024 21:00,Afternoon,24.1,69,601,10.06,2.993,-0.54,Running,587,0.57,37.3,Running,1.76,103.6,37.37,2045,Running,4.81,71.01,15.41,4948,Running,12.56,174.3,41.7,82.3,Running,1.209,13.58,2.158,0,Running,Low
1/3/2024 21:10,Afternoon,28.8,63.5,615,9.62,2.996,-1.46,Running,613,0.5,34,Running,1.821,107.1,38.52,1977,Running,4.19,72.76,15.41,4898,Running,11.32,180.8,39.2,82.5,Running,1.189,10.88,2.549,0,Running,Low
1/3/2024 21:20,Afternoon,26.2,71.4,589,10.38,3.073,0.22,Running,577,0.61,32.8,Running,1.864,103.4,38.52,1931,Running,4.25,73.35,15.48,5028,Running,12.16,177.4,42.8,83.7,Running,1.06,10.65,2.694,0,Running,Low
1/3/2024 21:30,Afternoon,26.4,67,595,10.27,3.005,0.45,Running,584,0.29,33.7,Running,1.689,104.7,36.65,2131,Running,3.15,73.34,15.61,4733,Running,12.53,182.4,39.8,84.1,Running,1.147,12.64,2.55,0,Running,Low
1/3/2024 21:40,Afternoon,32.9,60.2,594,10.83,3.073,-1.18,Running,577,0.36,34.9,Running,1.825,111.5,37.27,1972,Running,3.91,72.98,16.1,4825,Running,11.78,171.3,42.9,82.6,Running,1.216,13.09,2.683,0,Running,Low
1/3/2024 21:50,Afternoon,27.1,64.1,578,9.59,2.992,-0.5,Running,563,0.5,33.3,Running,1.675,100.7,39.61,2149,Running,3.59,71.84,14.82,4982,Running,12.34,174.4,40.8,81.7,Running,1.064,11.82,2.29,0,Running,Low
1/3/2024 22:00,Night,29.8,57.6,604,9.78,3.008,0.31,Running,596,0.54,37.5,Running,1.752,99.4,38.74,2055,Running,4.41,71.71,15.05,5008,Running,10.61,180.3,41.9,81.3,Running,1.204,11.6,2.481,0,Running,Low
1/3/2024 22:10,Night,28.2,53.6,604,9.22,2.8,1.03,Running,591,0.58,34.9,Running,1.881,107.4,41.11,1913,Running,4.54,70.66,14.79,4963,Running,12.55,187.3,39,79.7,Running,1.233,11.34,2.429,0,Running,Low
1/3/2024 22:20,Night,23.9,60.3,600,9.64,3.092,0.01,Running,597,0.52,33.9,Running,1.771,103,39.77,2033,Running,2.96,73.63,15,4842,Running,12.01,181.9,40.7,80.4,Running,1.242,11.07,2.409,0,Running,Low
1/3/2024 22:30,Night,22.5,65.6,596,10.3,3.035,-0.36,Running,579,0.52,32.4,Running,1.741,104,39.72,2067,Running,3.99,72.38,15.77,4918,Running,11.87,177.1,36.5,81.3,Running,1.23,12.91,2.26,0,Running,Low
1/3/2024 22:40,Night,29.5,65.6,579,10.61,3.1,-0.09,Running,568,0.46,36,Running,1.79,102.7,35.92,2011,Running,4.56,71.61,14.33,5039,Running,12.49,172.6,39.7,80.8,Running,1.248,11.69,2.37,0,Running,Low
